imo,Title,Type,Country,State,Paid,Registration required,Governmental,Website,Description
199,Industrial Property Office Registration Organization of Deeds and Property of Islamic Republic of Iran,ip,IR,,FALSE,FALSE,TRUE,http://iripo.ssaa.ir/,"This official government website offers has a search engine for PCT, domestic patents, registration database, geographical indicators, and distrait projects. The website is in Farsi and English, but the English translation of website is not working. When you Google translate the entire page, the page is easy to navigate. You can search by the status or name of the goods, date of declaration, the national number, ownership, etc."
456,Iranian Official Journal,business,IR,,FALSE,FALSE,TRUE,http://www.gazette.ir/Archive/Index.asp,"This is the country's official newspaper which is a subsidiary of the judiciary that operates as a corporation. You can get the information about the laws and regulations of the Islamic Consultative Assembly, decisions of the Supreme Court and Administrative Justice Court and the bylaws and approvals of the Cabinet. The website is available only in Persian."
583,Teheran Stock Exchange,business,IR,,FALSE,FALSE,TRUE,http://en.tsetmc.com/Loader.aspx?ParTree=121C1417,"This is an official website for the Tehran Stock Exchange Service Company, where you can get the basic information for all listed companies and reports for some of them. Next to this, you can look into data regarding sectors, companies and stocks, shareholders, indices and trades."
644,SEBA,business,IR,,FALSE,FALSE,TRUE,http://www.seba.ir/,"This Persian website of Stock Brokers and Securities Brokers has some information such as number and contact information about brokerage firms in downloadable spreadsheets, which are available only in Persian."
187,Icelandic Patent Office Ministry of Economic Affairs,ip,IS,,FALSE,FALSE,TRUE,https://gamli.els.is/en,"The Icelandic Patent Office website has search engines for trademarks, patents and design, which will give you an address for the company that applied for them."
529,Statistics Iceland,business,IS,,FALSE,FALSE,TRUE,https://www.statice.is/,"This website of official Iceland statistics also includes macroscopic business information on, for example, specific markets."
627,The Financial Supervisory Authority,business,IS,,FALSE,FALSE,TRUE,https://en.fme.is/,"Iceland's Central Bank has on its website overviews of supervised entities, which includes companies and their addresses, as well as reports on its own and others' financial activities, such as the Central Bank's foreign assets."
704,Directorate of Internal Revenue,business,IS,,FALSE,FALSE,TRUE,http://www.rsk.is/fyrirtaekjaskra,"The Iceland Business Directory has a search engine by name, number and address. It will give you board member information, addresses, and company type. There is also a section for ""Real Owners"" but this data is often missing. "
,European Commision E-Justice,business,IT,,FALSE,FALSE,FALSE,https://beta.e-justice.europa.eu/106/EN/business_registers_in_eu_countries?ITALY&member=1,"The European Commission overview of the Italian business registry includes links to the registry, aa description of how to search and what can be found, as well as the legislation behind it."
210,Italian Patent and Trademark Office Directorate General of Combating Counterfeiting,ip,IT,,FALSE,FALSE,TRUE,http://www.uibm.gov.it/,"The ""Banche Dati"" includes a link to the databases of intellectual property applications, trademarks and patents and a description of what can be found there. The databases can be searched by number, name and keyword. The website also includes bulletins, statistics, and databases on specific topics such as counterfeiting and research per sector."
504,Italian Stock Exchange,business,IT,,FALSE,FALSE,TRUE,http://www.borsaitaliana.it/borsa/azioni/documenti/societa-quotate/documenti.html?lang=en,"The Italy stock exchange website lists all the companies active on the stock market and you can also search them by name. The documents online include mergers, annual returns, acquisitions and shares information in English."
546,Chamber of Commerce Registry,business,IT,,TRUE,TRUE,TRUE,http://www.registroimprese.it/,"The official Italian company register of the Chamber of Commerce can be searched by company name and activity or by person, once you have an account. Without an account you can still get some very basic company information such as the address and activities. An account gives you access to pay for an overview, historical overview and a people's file, which will tell you management, mergers, address, number of employees and shareholders."
620,The Italian Companies and Exchange Commission ,business,IT,,FALSE,FALSE,TRUE,http://www.consob.it/web/consob-and-its-activities/listed-companies,"The Committee of the Italian Stock Exchange has a list online of the companies on the exchange where you can check the ownership, board members and other detailed information."
367,JFSC Companies Registry,business,JE,,TRUE,FALSE,TRUE,https://www.jerseyfsc.org/registry/documentsearch/NameSearch.aspx,The Jersey registry has a free search and the results will tell you the registered office and registration number. You can also buy the annual returns and registration certificates without having to create an account. The annual returns list the share structure and the shareholders.
211,Jamaica Intellectual Property Office (JIPO),ip,JM,,FALSE,FALSE,TRUE,http://www.jipo.gov.jm/,"Jamaica's Intellectual Property Offices has available online trademark decisions, and patent documents. However, to find specific issues of trademarks, you need to look at the publications, which are available through an ""issuu"" link on the website and not searchable in a database."
806,Companies Office of Jamaica,business,JM,,TRUE,FALSE,TRUE,https://www.orcjamaica.com/CompanySearch.aspx?cId1=ab498fb6-5ae9-46fd-ab4f-09c778c557f0,"The Jamaican company search allows you to search by name or number. The results list will tell you address, incorporation date, and the status of the company. In order to get more details, you need to order a profile. You can also look for company documents per entity."
213,Industrial Property Protection Directorate Ministry of Industry and Trade,ip,JO,,FALSE,FALSE,TRUE,http://www.mit.gov.jo/,"The Ministry of Trade website has trade names and individual organizations search options, which can be found under ""Query."" They allow searches by name, owner, registration number, and sector and return spreadsheets in Arabic with registration type, status, date, office, and owner name. Under the individual organizations search, you can also get the capital and more detailed contact information."
516,Companies Control Department,business,JO,,FALSE,FALSE,TRUE,http://www.ccd.gov.jo/,"The Jordanian Companies Control Department website includes a search by company name, capital, partner name, registration period, company number, and more. Results include name, status, type, registration date, address, managers, capital and mother company if it is a branch. By clicking on a link, you can also get status changes which include ownership change."
693,Jordan Stock Exchange,business,JO,,FALSE,FALSE,TRUE,http://www.exchange.jo/en/equities,"This is a list of the Jordan stock exchange major share issuers with company information such as address, objectives, general manager, number of employees, board members and shareholders."
212,Japan Patent Database ,ip,JP,,FALSE,FALSE,TRUE,https://www.j-platpat.inpit.go.jp/,"This database allows you to look by company name, design and keyword. It will provide the original application documents which include some company information but are in Japanese."
,Japan Exchange Group,business,JP,,FALSE,FALSE,FALSE,https://www.jpx.co.jp/english/,"This is the website for all of Japan's stock exchanges. It includes a listed company search, which will tell you the date of incorporation, main office address, names of shareholders, representatives and total shares, among other things."
795,Ministry of Justice Registry,business,JP,,TRUE,TRUE,TRUE,http://www1.touki.or.jp/gateway.html,"This website of the company and real estate registries is only available in Japanese. In order to access certificates and registration records, you need to make an account, for which you need a Japanese telephone number."
73,Government Gazette of Kenya,gazette,KE,,FALSE,FALSE,TRUE,http://www.kenyalaw.org/kenya_gazette/,The Kenya Law website publishes weekly and special issues of The Kenya Gazette from 2005-2019. There is also a selection of issues that are published on Google Books that you can search by keyword. The gazette includes land deed ownership and announcements of the incorporation and dissolution of companies but no additional company information. 
235,State Service of Intellectual Property and Innovation under the Government of the Kyrgyz Republic (Kyrgyzpatent),ip,KG,,FALSE,FALSE,TRUE,http://base.patent.kg/,"The official website of the Kyrgyzstan Patent Office has a searchable database that can be queried by number, date, image and owner. The owner option can be used to verify whether a company is registered in Kyrgyzstan."
467,Kyrgyz Stock Exchange,business,KG,,FALSE,FALSE,TRUE,http://www.kse.kg/en/PublicInfo/Page:3,"The Kyrgyz Stock Exchange collects general information about open joint-stock companies such as manager, address, phone and activity. There are also quarterly reports available."
834,Ministry of Justice,business,KG,,FALSE,FALSE,TRUE,http://register.minjust.gov.kg/register/SearchAction.seam?logic=and&cid=204,"The official database of Kyrgyz companies can be searched by shareholder, CEO, registration number, and address. The information in the company extracts includes current shareholders (not including number of shares), management, the company's main activity, tax ID number, address, phone number, and the date the company was last re-registered."
,Official Public Procurement Portal,government transparency,KG,,FALSE,FALSE,TRUE,https://t-zakupki.okmot.kg/popp/,Kyrgyz State procurements database
,Kyrgyz Mining Licenses ,government transparency,KG,,FALSE,FALSE,TRUE,http://www.gkpen.kg/,The website of the State Committee for Subsoil Use provides data on the issued exploration and mining licenses
,Electronic service of the State Tax Service,,KG,,FALSE,FALSE,FALSE,https://salyk.kg/TaxPayer/Info,Allows search by tax number or name of a person
,Kyrgyztelecom Telephone Directory ,,KG,,FALSE,FALSE,FALSE,http://109.kt.kg/plt/web109/web109?tip=1&city=1&str=000000&per_str=&org_str=&ad_str=&home_str=&home_index=&app_str=&sname=&old_str=,"Local phonebook provided by state communication company alows search by name, phone number and address"
,Address Register of the Kyrgyz Republic,,KG,,TRUE,TRUE,TRUE,http://darek.kg/,Public cadastral map allows you to find owners of land and real estate
,Supreme Court of the Kyrgyz Republic,court,KG,,FALSE,FALSE,TRUE,https://sot.kg/,Court cases
Government spending,"""Open Budget"" portal, Ministry of Finance",government transparency,KG,,FALSE,FALSE,TRUE,https://budget.okmot.kg/en/,Revenues and expenditures of the republican and local budgets. Includes very useful info on how much taxes private companies are paying since 2011.
4,Ministry of Commerce,business,KH,,FALSE,FALSE,TRUE,http://www.moc.gov.kh/,"Cambodia's Ministry of Commerce website has reports, decrees and regulation on its website. The reports include macroscopic business information. All the available information is in Khmer."
831,Global Witness,business,KH,,FALSE,FALSE,TRUE,https://cambodiacorporates.globalwitness.org,"Global Witness' Cambodia Corporates Database compiles cambodian government data. The website has a disclaimer that says: Cambodia Corporates is a complete mirror of the Ministry of Commerce’s registration and amendment datasets as of February 2016. It is comprised of 22,808 company registration entries and 7,502 amendments and contains pieces of information no longer published by the Cambodian government."
565,Korea Exchange,business,KR,,FALSE,FALSE,TRUE,http://listing.krx.co.kr/board/LST08020000T2/bbs,"The Korean Stock Exchange has profiles of all listed companies as PDF attachments, which are in Korean. "
,DART,business,KR,,FALSE,FALSE,TRUE,https://englishdart.fss.or.kr/,"The Repository of Korea's Corporate Filings has a search and listing for companies. However, the companies are limited to publicly listed entities and the information only includes name, code, registration number, tax number, address, sector and contact information."
718,Kosovo Business Registration Agency,business,KV,,FALSE,FALSE,TRUE,"https://arbk.rks-gov.net/page.aspx?id=2,1","The official Kosovo corporate register website can be searched by company name, number, ID and activity. Results include the name, number,  address, authorized persons, shareholders, branches and activity of the business."
,Official Gazette Of The Republic of Kosovo,gazette,KV,,FALSE,FALSE,TRUE,https://gzk.rks-gov.net/Default.aspx?index=1&index=1,"This website includes a list of Kosovo's laws, international agreements, acts of municipalities, acts of independent institutions, acts of the constitutional court, acts of judicial institutions, as well as a register of sub-normative acts of the government and ministries and inheritance and property notices. The gazette is searchable."
,Supreme Court of Kosovo,court,KV,,FALSE,FALSE,TRUE,http://supreme.gjyqesori-rks.org/?lang=en,"The website for the Supreme Court of Kosovo publishes judgements from the supreme court, verdicts from the special chamber and verdicts from the appeal panel. The site allows a search by case number"
,Kosovo Coompetition Authority,regulatory,KV,,FALSE,FALSE,TRUE,https://ak.rks-gov.net,"The Kosovo Competition Authority is responsible for promoting market competition in Kosovo. It publishes its decisions and opinions, which are available for download."
735,Cayman Islands Stock Exchange,business,KY,,FALSE,FALSE,TRUE,https://www.csx.ky/companies/daily-official-list.asp,"The Cayman Islands Stock Exchange has a list of issuing entities that is updated daily, which includes the total shares and when it was first listed."
751,Cayman Islands General Registry,business,KY,,TRUE,TRUE,TRUE,https://www.ciregistry.ky/online-tools/,"The Cayman registry has a search for registered companies, partnerships and trusts but you need to register, which can be done for free. To see a company extract, you need to pay about 36USD as of January 2020. One such company ""Search Report"" includes registration number, date, type, status and registration office. "
824,Cayman Islands Monetary Authority,business,KY,,FALSE,FALSE,TRUE,https://www.cima.ky/search-entities,"This is a search engine for entities that are currently licensed or registered by the Cayman Islands Monetary Authority. It will tell you the type of entitiy it is, when it was recognized and its status. "
,Cayman Islands Chamber of Commerce,business,KY,,FALSE,FALSE,TRUE,http://web.caymanchamber.ky/advancedsearch,"This business directory provided by the Cayman Islands Chamber of Commerce can be searched and its results include business name, address, contact details and link to business' website."
,Cayman Islands Judicial Administration,court,KY,,TRUE,TRUE,TRUE,https://www.judicial.ky/Search/login.php,"The Judicial Administration of the Cayman Islands publishes its judgements online. In order to access and search them, you need to make an account. A free account is limited to three searches per month. "
232,Committee of Intellectual Property Rights Ministry of Justice of the Republic of Kazakhstan,ip,KZ,,FALSE,FALSE,TRUE,https://gosreestr.kazpatent.kz/,"The National Institute of Intellectual Property of Kazakhstan has a searchable database of inventions, utility models, industrial designs and trademarks. The entries do not provide any company information."
650,Ministry of Finance,business,KZ,,FALSE,FALSE,TRUE,https://opi.dfo.kz/p/ru/dfo-search/opi-search,"This official website of Ministry of Finance gives the status of a company, its date of incorporation, and the consolidated taxes paid for the current year and five previous years. Most importantly, it offers BIN number for companies. Next to this, you also have the option of searching for taxpayers throughout Kazakhstan."
763,Kazakhstan Stock Exchange,business,KZ,,FALSE,FALSE,TRUE,https://kase.kz/en/,The Kazakhstan Stock Exchange has available lists of issuers with basic company information. It also includes information about the market and companies in general.
839,E-government Kazakhstan,business,KZ,,FALSE,TRUE,TRUE,http://egov.kz/cms/en,This online database is only available with registration and requires a Kazakh personal ID number. Company information includes directors and members for all companies and a list of historical changes with dates. A description of these changes can be requested in writing.
860,SERJ/СЕРЖ,commercial,KZ,,FALSE,FALSE,FALSE,http://serj.ws/salyk,"This website includes the option to search for individuals by their personal number (IIN number). The search results include date of birth (which are also the first 6 digits of the ИИН), the first four digits of domestic IDs and the first four digits of passports."
,Lao Securities Exchange,business,LA,,FALSE,FALSE,FALSE,http://www.lsx.com.la/,"The Lao Securities Exchange is the primary stock exchange in Laos. As of September 2019, there are 10 companies listed on the exchange. Company information is available for download via the ""Listed Companies/Disclosure"" section of the website."
,National Assembly,PEP,LA,,FALSE,FALSE,TRUE,http://www.na.gov.la/index.php?lang=en,"The National Assembly is the unicameral parliament of Laos. The website lists parliamentary members, including lists of individuals in each committee."
,Bank of The Lao P.D.R.,bank,LA,,FALSE,FALSE,TRUE,https://www.bol.gov.la/en/index,The Official Website for the Bank of The Lao P.D.R. provides a list of banks in Laos with their websites and contact numbers.
,Association of Lebanese industrialists,business,LB,,FALSE,FALSE,FALSE,http://www.ali.org.lb/,"The Association of Lebanese Industrialists (ALI) is the main national association of manufacturing companies operating in Lebanon. The site provides a search engine of member companies, and results include information on the company's representative, sector, address, contact information and website."
,Beirut Stock Exchange,business,LB,,FALSE,FALSE,FALSE,http://www.bse.com.lb/,"The Beirut Stock Exchange is the principal stock exchange of Lebanon. The site contains information about listed companies, including the board of directors, trading data, share capital, financial statements, auditors' reports and by-laws."
,"Chamber of Commerce, Industry & Agriculture in Sidon and South Lebanon",business,LB,,FALSE,FALSE,FALSE,http://www.ccias.org.lb/_locate.php,"The official website for the Chamber of Commerce, Industry and Agriculture in Sidon and South Lebanon provides information on members, including contact information, representative, and business activity. The site allows search in Latin or Arabic script."
,Lebanon Business Directory,business,LB,,FALSE,FALSE,FALSE,http://www.lebanonbusinessdirectory.com/en/,"The Lebanese Business Directory contains members of the Chamber of Commerce, Industry and Agriculture of Beirut and Mount Lebanon. It allows search by activity (NACE Code), product, company name and relevant key word."
,Lebanese Official Gazette ,gazette,LB,,TRUE,TRUE,TRUE,https://jo.pcm.gov.lb/,"The official journal of the Republic of Lebanon includes legislation, official announcements, judicial rulings, real estate registry, commercial registration secretariat announcements, and protection of intellectual and literary property. The site is in Arabic and there is no search function."
,Lebanon Commercial Register,business,LB,,FALSE,FALSE,TRUE,http://cr.justice.gov.lb/,"The Republic of Lebanon Commercial Register is maintained by the Ministry of Justice. The site allows for searches by Arabic trade name or registration number. Results include date of registration, company status, legal form and registration number. In some cases, it also includes information on shareholders and directors, share capital, branches and contracts. There is a disclaimer on the website stating that the accuracy of the data cannot be reassured."
,The Directory of Exports & Industrial Firms in Lebanon,business,LB,,FALSE,FALSE,TRUE,https://www.lebanon-industry.com/sites/industrial#grid,"The Directory of Exports and Industrial Firms in Lebanon allows a company search by sector: industrial, banks, insurance, transportation and import. The directory includes contact details, exact location, and in most cases, a link to the full directory listing, which may include names of directors or board members."
829,Registry of Companies and Intellectual Property (ROCIP),business,LC,,FALSE,TRUE,TRUE,http://www.rocip.gov.lc/stlucia/default.aspx?UR,"The Registry of Companies & Intellectual Property (ROCIP) is a website which enables you to search for registered companies by company name or company number. Next to this, you can search for the registration of business names, incorporation of companies, registration of external companies, and post-incorporation filings."
830,Registry of International Business Companies and International Trusts (Pinnacle),business,LC,,FALSE,FALSE,TRUE,http://www.saintluciaifc.com/legislation/ibc_summary.htm,"This is the official website of the Saint Lucia International Financial Centre. This jurisdiction provides absolute confidentiality of shareholders, directors and officers. Only the registered agent and the registered office are public records. You can search by name, IBC Incorporation, or name reservation. The Name Search and Public OA/LRA Information are free services."
282,Teledata,commercial,LI,,TRUE,TRUE,FALSE,https://www.teledata.ch/index_e.php,"Teledata provides a search by name of company or person in databases from Switzerland and Liechtenstein. Moreover, the website has detailed information from financial institutions, official registries and other public administration departments including links to politicians, detailed financial status and reports, birth dates, and addresses."
458,Land and Trade Registry,business,LI,,TRUE,FALSE,TRUE,http://www.oera.li/,"The commercial register of the Principality of Liechtenstein has a free search engine for registered entities. The resutls are sparse, only mentioning address, incorporation date and numbers of relevant gazette entries. Clicking on the three small dots at the bottom gives you the posibility to look at historical information. The database can be searched by company number or name. "
179,National Intellectual Property Office of Sri Lanka,ip,LK,,FALSE,FALSE,TRUE,http://www.nipo.gov.lk/,Sri Lanka's Intellectual Property Office website has application forms and regulation documents but no searchable database of intellectual property.
461,Liberia Business Registry,business,LR,,FALSE,FALSE,TRUE,http://www.lbr.gov.lr/inf/Public/Products/NameSearch.aspx,Available: search by company name and basic company information
,Liberia Shipping/Maritime Registry,,LR,,,,,http://www.liscr.com/public-record,No public search but an email address is provided for contact.
42,"Lesotho Ministry of Trade & Industry, Cooperatives & Marketing",business,LS,,FALSE,FALSE,TRUE,https://www.companies.org.ls/lesotho-master/viewInstance/view.html?id=13c857736aeecb0abb79e9118e7ac301b2e94da98075b8e7&_timestamp=5584693662101400,"Using the Company Search option you can find details of both internal and external companies. Details include shareholdings, directors, addresses, date of incorporation and business activity. Using the Officers, Shareholders and Members Search you can determine whether an individual is, or has been, a director/shareholder of a company or a member of a non-profit organization."
67,LESLII,court,LS,,FALSE,FALSE,TRUE,https://lesotholii.org/,"Legal institute containing judgements from the Lesotho Court of Appeal, High Court, High Court Commercial Division, High Court Constitutional Division, High Court Land Division, Labour Appeal Court and the Labour Court. The website also contains enacted legislation."
70,Lesotho Goverment Documents,gazette,LS,,FALSE,FALSE,TRUE,https://www.gov.ls/documents/,"The official website for The Kingdom of Lesotho publishes official reports, speeches, press statements and tender notices. It also provides a list and description of ministries, important government offices and arms of state."
,Southern African Legal Informationo Institute- Lesotho Index,court,LS,,FALSE,FALSE,FALSE,http://www.saflii.org/content/lesotho-index,Search Lesotho court records hosted by the Southern African Legal Information Institute.
,Central Bank of Lesotho,bank,LS,,FALSE,FALSE,TRUE,https://www.centralbank.org.ls/,"Website for the Central Bank of Lesotho includes economic reports and monetary legislation for the country. It also has a list of licensed banks, asset managers, insurance brokers, insurance companies and money lenders with their principal officers, addresses and contact information"
,European Commision E-Justice,business,LT,,FALSE,FALSE,TRUE,https://beta.e-justice.europa.eu/106/EN/business_registers_in_eu_countries?LITHUANIA&member=1,"European Commission overview of the Lithuanian business registry, including links to the registry, description of how to search and what can be found as well as legislation behind it."
227,State Patent Bureau of the Republic of Lithuania,ip,LT,,FALSE,FALSE,TRUE,http://www.vpb.lt/,The agency has a gazette/ bulletin with entries by date uploaded in searchable PDFs but no search engine to look by name.
711,Centre of Registers,business,LT,,TRUE,TRUE,TRUE,http://www.registrucentras.lt/jar/p/,Detailed company information is only available to Lithuanian citizens with a digital signature or a bank account in Lithuania. Basic company information and a list of all filed documents is available for free to anyone. Search by director is not available due to law on protection of personal information. Publishing personal information is also punishable by law.
835,Eteismai,court,LT,,FALSE,FALSE,FALSE,http://eteismai.lt/,"The unofficial source of court cases, searchable by case number, judge's name, court house, time period. The names of individual involved are not available because of personal information protection laws - all the names are diminished to their initials. The source includes litigation involving non-Lithuanian companies."
,Lithuanian National Courts Administration,court,LT,,FALSE,FALSE,TRUE,https://www.teismai.lt/en,"The official site of Lithuanian courts administration which includes three databases: reports about ongoing lawsuits, public searches of timetables and judgements."
,Directory of Lithuanian companies,business,LT,,FALSE,FALSE,FALSE,https://rekvizitai.vz.lt/en/,"Search for the companies in Lithuania by name and registration number. The directory includes basic information and can include related person, history of changes in the company, and some financial information."
,European Commision E-Justice,business,LU,,FALSE,FALSE,TRUE,https://beta.e-justice.europa.eu/106/EN/business_registers_in_eu_countries?LUXEMBOURG&member=1,"European Commission overview of the Luxembourg business registry, including links to the registry, description of how to search and what can be found, as well as the legislation behind it."
13,Luxembourg Business Registry,gazette,LU,,FALSE,TRUE,TRUE,https://www.lbr.lu/mjrcs/jsp/IndexActionNotSecured.action?time=1553687414220,"Search for people, company profiles, legislation and jurisprudence, court rulings. The website also provides access to European Business Register"
240,"Ministère de l'économie et du Commerce extérieur, Direction de la propriété intellectuelle",ip,LU,,FALSE,FALSE,TRUE,http://www.eco.public.lu/,not really useful
780,Commission for Surveilance of Financial Sector,business,LU,,FALSE,FALSE,TRUE,http://www.cssf.lu/en/supervised-entities/,Search entities registered in Luxembourg and supervised by CSSF.
,European Commision E-Justice,business,LV,,FALSE,FALSE,TRUE,https://beta.e-justice.europa.eu/106/EN/business_registers_in_eu_countries?LATVIA&member=1,"European Commission overview of the Latvian business registry, including links to the registry, a description of how to search it and what can be found, as well as the legislation behind it."
238,Patent Office of the Republic of Latvia,ip,LV,,FALSE,FALSE,TRUE,http://www.lrpv.gov.lv/,"Search for information in the official gazette (2009-2019) and three databases: inventions (Espacenet), trademarks, and industrial designs"
401,The State Revenue Service,regulatory,LV,,FALSE,FALSE,TRUE,https://eds.vid.gov.lv/login/#,Go to State Revenue Service Public Database and search for physical or legal persons by name AND registration code
788,Lursoft,business,LV,,FALSE,TRUE,TRUE,https://www.lursoft.lv/en/data-bases-of-companies,You can search by company name or number and retrieve detailed information including ownership and management. An account is necessary.
46,Moroccan Office of Industrial and Commercial Property,business,MA,,FALSE,FALSE,TRUE,http://www.directinfo.ma/,"Morocco's database of companies can be searched by company name, patent. design and other keywords. The free search will tell you a company name, number, status, activity, judicial form, capital and date of incorporation. In order to get more information, you have to buy the company filings such as the statutes, reports and financial statements."
50,Supreme Court of Morocco,court,MA,,FALSE,FALSE,TRUE,http://www.coursupreme.ma/en/default.asp,The official website of Morocco's Supreme Court is in Arabic and the other language versions are often down. You can search for the court decisions but only in Arabic. The results list has a short description of the decision and a link to the original document.
736,Moroccan Authority of Capital Markets,business,MA,,FALSE,FALSE,TRUE,http://www.ammc.ma/en,"There is a list of issuers with management, incorporation, shareholder and financial information. You can also look at press releases and financial statements of the listed companies. The database is searchable by company name."
474,Monaco Government,business,MC,,FALSE,FALSE,TRUE,http://www.rci.gouv.mc/,"You can search the database of commerce and industry for companies and legal persons by their names or registry number. The company results will tell you the activity, status, number and address."
6,"Official Company Registry - ""Camera Inregistrarii de Stat"" (CIS)",business,MD,,TRUE,FALSE,TRUE,http://webinfo.cis.gov.md/en/company-search,"Provides basic data about companies for free (such as registration number and date, full name, address, administrators, shareholders). You can pay some extra to get additional company information. You can sign in as a guest to have the access to services. Users can also create an account. The webpage is in Romanian, English, Russian."
,Moldovan Public Procurement,regulatory,MD,,FALSE,FALSE,TRUE,http://etender.gov.md/index,"A registry of all public procurements. It is searchable be the executive, by the state branch, by the contract number etc. The webpage is in Romanian, English, Russian."
9,State Tax Service,court,MD,,FALSE,FALSE,FALSE,https://servicii.fisc.md/contribuabil.aspx,"Provides free access to basic company data, including administrators’ names, registration number, financial status. Search by company's registration number only. The webpage is in Romanian, English, Russian"
260,State Agency on Intellectual Property (AGEPI),ip,MD,,FALSE,FALSE,TRUE,http://agepi.gov.md/,"Official website of the Patent Office, which provides the ability to search through patent attorneys."
,"Income, property and interests declared by public persons",PEP,MD,,FALSE,FALSE,FALSE,http://www.avere.md,"List of liquid and fixed assets, positions, news articles, and documents on public officials. Very detailed and well organized."
245,Intellectual Property Office of Montenegro,ip,ME,,FALSE,FALSE,TRUE,http://www.ziscg.me/,"Intellectual Property Office of Montenegro contains databases of patents, trademarks and intellectual property applications. It is searchable by the number of registrations, keyword and registrant. Website is available in Montenegrin only."
431,Tax Authority,business,ME,,FALSE,FALSE,TRUE,https://eprijava.tax.gov.me/TaxisPortal,Tax Administration of Montenegro website contains financial and audit reports of companies. Search is available by company ID number or name. Available on Montenegrin only.
,Secured Transactions Registry of the Commercial Court in Podgorica,business,ME,,FALSE,FALSE,TRUE,http://www.rzcg.gov.me/English/search.asp,"Montenegrin pledge registry gives detailed information about transactions. It is available to search by the name of the company, number of the company or the number of registered pledges. Also available in English."
478,Central Securities Depository and Clearing Company of Montenegro,business,ME,,FALSE,FALSE,TRUE,http://www.cda.me/EN/Pages/Naslovna.aspx,"Central Securities Depository Agency gives company's ID number, name, address, symbol, ISIN, number of shareholders, number of shares. Document with top 10 shareholders of companies is available to download on its website. English version available."
615,Land Registry,land,ME,,FALSE,FALSE,TRUE,https://ekatastar.me/ekatastar-web/action/elogin,"You can access the registry using the following login information: username: KORISNIK, password KORISNIK. You can search by the parcel number or an individual's ID number. Montenegrin land registry gives all the land property registered in someone's name, its size and any other available details. Available in Montenegrin only."
692,Securities Commission,business,ME,,FALSE,FALSE,TRUE,http://www.scmn.me//index.php,"Securities Commission database contain financial, audit and consolidated reports of traded companies. It gives information about the issuers of securities. Available in Montenegrin only."
702,Central Register of Economic Entities of Montenegro (CRPS),business,ME,,FALSE,FALSE,TRUE,http://www.pretraga.crps.me:8083/,Montenegrin official business registry contain detailed company information with historical data. Search is available by ID number or name of person/company. Available in Montenegrin only.
746,Montenegro Stock Exchange,business,ME,,FALSE,FALSE,TRUE,http://www.montenegroberza.com/code/navigate.asp?Id=87,In Montenegro Stock Exchange database there are financial reports of traded companies and top 10 shareholders available. English version available.
,Agency for Prevention of Corruption,regulatory,ME,,FALSE,FALSE,TRUE,http://www.antikorupcija.me/me/registri/,Database of Montenegrin anti-corruption agency contains information on property and income of state officials and political parties funding. Available in English.
,Telekom Phonebook,phonebook,ME,,FALSE,FALSE,FALSE,https://www.telekom.me/telefonski-imenik.nspx,Montenegrin online phonebook is available to search by the name of the person and city. It gives both results on phone numbers for both land line and mobile phones. Available in Montenegrin only.
24,Economic Development Board of Madagascar,business,MG,,FALSE,FALSE,TRUE,https://edbm.mg/,The database of laws and regulations for companies. There is no ability to search. Available in English.
25,General Directorate of Taxes,business,MG,,FALSE,FALSE,TRUE,https://entreprises.impots.mg/nifonline/,Registration required. French.
542,Marshal Islands Martime & Corporate Administrators,business,MH,,FALSE,FALSE,TRUE,https://resources.register-iri.com/CorpEntity/Corporate/Search,Search by name or number for basic company information.
128,Supreme Court of Marshall Islands,court,MH,,FALSE,FALSE,FALSE,http://www.paclii.org/mh/cases/MHSC/,This database contains selected cases of the Supreme Court of the Marshall Islands. Online access from 1982-20137 is available. Database was last updated on 10 February 2017.
268,State Office of Industrial Property (SOIP),ip,MK,,FALSE,FALSE,TRUE,http://www.ippo.gov.mk/EN/Index_en.aspx,"SOIP contains patent, trademark and industrial design databases. Search is available by the name of the owner, inventor or keyword or other criteria. Available in English."
485,Macedonian Stock Exchange,business,MK,,FALSE,FALSE,TRUE,http://www.mse.mk/en/,Stock Exchange contains the list of issuers and their financial reports. Available in English.
499,Central Register of the Republic of Macedonia (CRM),business,MK,,TRUE,TRUE,TRUE,http://www.crm.com.mk/DS/,Official business registry of North Macedonia. Basic company information is available online. Payment and registration required. Available in Macedonian only.
697,Securities and Exchange Commission,business,MK,,FALSE,FALSE,TRUE,https://sec.gov.mk/,List of all issued securities and reports including companies with special reporting obligations. Available in English.
57,Supreme Court of Mali,court,ML,,FALSE,FALSE,TRUE,http://www.cs.insti.ml/,"Online access to judgements of the Court. The final court of decision for social, civil, commercial and criminal cases."
86,Government Gazette of Mali,gazette,ML,,FALSE,FALSE,TRUE,http://www.sgg.gov.ml/,Online access available.
243,Malian Centre for the Promotion of Industrial Property (CEMAPI) Ministry of Trade and Industry,ip,ML,,FALSE,FALSE,TRUE,http://www.cemapi.com/,
231,Intellectual Property Office of Mongolia,ip,MN,,FALSE,FALSE,TRUE,http://www.ipom.mn/,
